record_id,database,pmid,pmcid,doi,title,abstract,year,journal,authors,country_contact_author,publication_types,review_type,objective_text,objective_category,objective_category_source,icd11_pain_category,musculoskeletal_flag,bps_mention_location,bps_function,bio_mentioned,psych_mentioned,social_mentioned,quality_assessment_reported,psychological_concepts_detected,theoretical_frameworks_detected,conceptual_problem_flags,provisional_typology,stage3_candidate,stage3_priority,coding_rationale,coding_method,llm_model,screening_status,screening_reason
pubmed_22102156,PubMed,22102156.0,,10.1007/s11916-011-0228-9,Chronic daily headache in children and adolescents.,"Chronic daily headache (CDH) may be primary or secondary. Secondary causes can be suspected through ""red flags"" in the history and examination. With a prevalence of at least 1% and several associations, primary CDH is a common, often complex, chronic pain syndrome in children and adolescents. The intricate associations between stressors, psychiatric disorders (especially anxiety and depression), and CDH can be explained by ""the limbically augmented pain syndrome"" proposed by Rome and Rome. Disorders of sleep and other pain syndromes also may co-occur. For these reasons, a multiaxial classification is ideal. Many with primary CDH have features of both chronic migraine and chronic tension-type headache, contributing to confusion in subtyping. Primary CDH is often transformed from a primary episodic headache type, stressors being most responsible. Genetic factors also may facilitate chronification. Management should be biopsychosocial, family-centered, and often multidisciplinary, drugs being only one component. Treatment is still based on consensus, not evidence. Girls, migraineurs, and those with psychiatric comorbidity, medication overuse, and CDH onset before the age of 13 years and lasting for 2 years or longer, are at high risk for persistence; hence, such patients should be followed up into adult life. A classification for CDH should be included in the third edition of the International Classification of Headache Disorders.",2012.0,Current pain and headache reports,Shashi S Seshia,Canada,Journal Article | Review,narrative or expert review,Chronic daily headache (CDH) may be primary or secondary.,clinical,llm_structured,chronic secondary headache or orofacial pain,no,abstract only,intervention rationale,yes,yes,yes,no,depression | anxiety | stress,,parallel_listing_without_integration | mechanistic_absence,multifactorial signal,no,low,Structured Stage 2 output required deterministic field repair for omitted items.,llm_structured,google/gemini-3.1-flash-lite-preview,include,
pubmed_36527589,PubMed,36527589.0,PMC10683048,10.1007/s11916-022-01098-8,"The Experience of BIPOC Living with Chronic Pain in the USA: Biopsychosocial Factors that Underlie Racial Disparities in Pain Outcomes, Comorbidities, Inequities, and Barriers to Treatment.","PURPOSE OF REVIEW: This review synthesizes recent findings related to the biopsychosocial processes that underlie racial disparities in chronic pain, while highlighting opportunities for interventions to reduce disparities in pain treatment among BIPOC.
RECENT FINDINGS: Chronic pain is a prevalent and costly public health concern that disproportionately burdens Black, Indigenous, and people of color (BIPOC). This unequal burden arises from an interplay among biological, psychological, and social factors. Social determinants of health (e.g., income, education level, and lack of access or inability to utilize healthcare services) are known to affect overall health, including chronic pain, and disproportionately affect BIPOC communities. This burden is exacerbated by exposure to psychosocial stressors (i.e., perceived injustice, discrimination, and race-based traumatic stress) and can affect biological systems that modulate pain (i.e., inflammation and pain epigenetics). Further, there are racial/ethnic disparities in pain treatment, perpetuating the cycle of undermanaged chronic pain among BIPOC.",2023.0,Current pain and headache reports,Demario S Overstreet | Bethany D Pester | Jenna M Wilson | K Mikayla Flowers | Nora K Kline | Samantha M Meints,,Journal Article | Review,narrative or expert review,"PURPOSE OF REVIEW: This review synthesizes recent findings related to the biopsychosocial processes that underlie racial disparities in chronic pain, while highlighting opportunities for interventions to reduce disparities in pain treatment among BIPOC.",epidemiological,llm_structured,mixed or unspecified chronic pain,unclear,title and abstract,explanatory framework,yes,yes,yes,no,stress,,none,potential integrative signal,yes,medium,Structured Stage 2 output required deterministic field repair for omitted items.,llm_structured,google/gemini-3.1-flash-lite-preview,include,
pubmed_28752491,PubMed,28752491.0,PMC6335024,10.1007/s11926-017-0683-3,Predictors of Osteoarthritis Pain: the Importance of Resilience.,"PURPOSE OF REVIEW: Osteoarthritis (OA) is one of the most common and disabling forms of arthritis worldwide, with joint pain being a primary symptom. Given that clinical symptoms often show poor concordance with tissue damage in OA, processes other than joint remodeling likely play a role in the condition. Using the biopsychosocial model of pain as a guiding framework, the purpose of this review is to highlight the extra-articular mechanisms that contribute to pain and dysfunction in OA, with a specific focus on resilience.
RECENT FINDINGS: Whereas previous research has mostly focused on risk factors for worsening of OA pain, recently emerging evidence places greater emphasis on the identification of protective mechanisms that enhance pain adaptation and palliate the negative effects of joint pain. In view of this new and important research, more emphasis should be placed on endogenous pain modulation and, in particular, pain attenuation. The result of such work could serve as a basis for optimizing treatment in the OA population.",2017.0,Current rheumatology reports,Emily J Bartley | Shreela Palit | Roland Staud,,Journal Article | Review,systematic review,"PURPOSE OF REVIEW: Osteoarthritis (OA) is one of the most common and disabling forms of arthritis worldwide, with joint pain being a primary symptom.",conceptual,llm_structured,chronic secondary musculoskeletal pain,yes,abstract only,explanatory framework,yes,yes,yes,no,resilience,,none,potential integrative signal,yes,high,Structured Stage 2 output required deterministic field repair for omitted items.,llm_structured,google/gemini-3.1-flash-lite-preview,include,
pubmed_33563380,PubMed,33563380.0,,10.1016/j.anclin.2020.11.004,"Pain Management in Neurosurgery: Back and Lower Extremity Pain, Trigeminal Neuralgia.","Interventional anesthetic techniques are an integral component of a biopsychosocial approach and multidisciplinary treatment. Injection techniques are often used to diagnose disorders, decrease the need for surgery, or increase the time to surgery. The role of neural blockade techniques using local anesthetics and steroids in the assessment and treatment of pain continues to be refined. With the current opioid crisis and an aging population with increasing medical comorbidities, there is an emphasis on the use of nonopioid, nonsurgical, and multimodal therapies to treat chronic pain. This article reviews indications, goals, and methods of common injection techniques.",2021.0,Anesthesiology clinics,Yifan Xu | Kimberly M Mauer | Amit Singh,,Journal Article | Review,narrative or expert review,Interventional anesthetic techniques are an integral component of a biopsychosocial approach and multidisciplinary treatment.,clinical,llm_structured,mixed or unspecified chronic pain,unclear,abstract only,intervention rationale,yes,no,yes,no,,,tokenistic_bps | parallel_listing_without_integration | mechanistic_absence,pseudo-bps or partial signal,yes,medium,Structured Stage 2 output required deterministic field repair for omitted items.,llm_structured,google/gemini-3.1-flash-lite-preview,include,
pubmed_17350550,PubMed,17350550.0,,10.1016/j.berh.2006.10.001,Management of musculoskeletal pain.,"Chronic musculoskeletal pain is a major public health problem affecting about one third of the adult population. Pain is often present without any specific findings in the musculoskeletal system and a strictly biomedical approach could be inadequate. A biopsychosocial model could give a better understanding of symptoms and new targets for management. Identification of risk factors for chronicity is important for prevention and early intervention. The cornerstones in management of chronic non-specific, and often widespread, musculoskeletal pain are non-pharmacological. Physical exercise and cognitive behavioral therapy, ideally in combination, are first line treatments in e.g. chronic low back pain and fibromyalgia. Analgesics are useful when there is a specific nociceptive component, but are often of limited usefulness in non-specific or chronic widespread pain (including fibromyalgia). Antidepressants and anticonvulsants could be of value in some patients but there is a need for more knowledge in order to give general recommendations.",2007.0,Best practice & research. Clinical rheumatology,Stefan Bergman,Sweden,Journal Article | Review,narrative or expert review,Chronic musculoskeletal pain is a major public health problem affecting about one third of the adult population.,clinical,llm_structured,chronic secondary musculoskeletal pain,yes,abstract only,explanatory framework,yes,yes,yes,no,depression,,none,multifactorial signal,yes,high,Structured Stage 2 output required deterministic field repair for omitted items.,llm_structured,google/gemini-3.1-flash-lite-preview,include,
pubmed_23218435,PubMed,23218435.0,,10.1016/j.berh.2012.08.004,Improving work participation for adults with musculoskeletal conditions.,"The impact of musculoskeletal disorders on work is demanding more attention from clinicians. For many rheumatologists, inflammatory arthritis is the most frequently encountered condition that interferes with work. However, the cumulative burden of non-inflammatory arthropathies and disorders such as back pain, osteoarthritis and limb pain as a whole results in a much greater economic and human cost to society than inflammatory disease. New conceptual approaches and research results support the view that work loss does not need to be a frequent consequence of a musculoskeletal disorder or disability. This is often accomplished through a biopsychosocial and interdisciplinary approach, involving interaction between those with a musculoskeletal condition, their clinicians and employers. This review outlines the challenges and draws on the results of empirical studies to highlight potential opportunities to promote sustained ability for patients to successfully remain on the job. It also outlines future research opportunities.",2012.0,Best practice & research. Clinical rheumatology,Ross Wilkie | Glenn Pransky,United Kingdom,Journal Article | Review,narrative or expert review,The impact of musculoskeletal disorders on work is demanding more attention from clinicians.,clinical,llm_structured,chronic secondary musculoskeletal pain,yes,abstract only,intervention rationale,yes,no,yes,no,,,parallel_listing_without_integration | mechanistic_absence,multifactorial signal,yes,high,Structured Stage 2 output required deterministic field repair for omitted items.,llm_structured,google/gemini-3.1-flash-lite-preview,include,
pubmed_26096090,PubMed,26096090.0,,10.1016/j.berh.2015.04.005,How to investigate: Chronic pain.,"Chronic pain is defined as an unpleasant sensory and emotional experience persisting longer than the normal process of healing, usually longer than 3 months. About a fifth of the world's population is believed to suffer from chronic pain. In Europe, chronic pain accounts for nearly 500 m lost working days, and it costs the European economy >€34 billion (£28 billion) every year. Establishing a reliable diagnosis is the primary challenge in evaluating a patient with chronic pain. Common diagnoses not to miss include seronegative spondyloarthritides, endocrine abnormalities including severe vitamin D deficiency and polymyalgia rheumatica. Once important or treatable diagnoses have been ruled out, the history can be used as a tool to establish a therapeutic plan for shared decision-making using the biopsychosocial model. Onward referral to pain clinics can be helpful for more involved patient management, but often good outcomes are achieved with the support of primary care.",2014.0,Best practice & research. Clinical rheumatology,Matthew Hague | Nicholas Shenker,,Journal Article | Review,narrative or expert review,"Chronic pain is defined as an unpleasant sensory and emotional experience persisting longer than the normal process of healing, usually longer than 3 months.",clinical,llm_structured,mixed or unspecified chronic pain,unclear,abstract only,rhetorical label,no,yes,yes,no,,,tokenistic_bps | vague_definition | missing_biology,rhetorical label signal,yes,medium,Structured Stage 2 output required deterministic field repair for omitted items.,llm_structured,google/gemini-3.1-flash-lite-preview,include,
pubmed_41271285,PubMed,41271285.0,,10.1016/j.cger.2025.08.005,Dual Experience and Management of Pain in Older Adults and Their Caregivers.,"This article presents an overview of the dual experience of pain in older adults and their caregiving relatives. Guided by the biopsychosocial model of chronic pain for older adults, we describe the major risk factors for pain in later life and consider the interpersonal consequences of pain for caregiving dyads. We discuss caregivers' role in pain assessment and management and consider how caregivers' own pain may impact their caregiving abilities and responses to their care recipients' pain. We advocate for dyadic approaches to pain management and present novel opportunities to promote uptake of dyadic pain interventions in clinical practice.",2026.0,Clinics in geriatric medicine,Jeffrey T Boon | Shelbie G Turner | Catherine Riffin,,Journal Article | Review,narrative or expert review,This article presents an overview of the dual experience of pain in older adults and their caregiving relatives.,clinical,llm_structured,mixed or unspecified chronic pain,unclear,abstract only,explanatory framework,no,no,yes,no,,,missing_biology,potential integrative signal,yes,medium,Structured Stage 2 output required deterministic field repair for omitted items.,llm_structured,google/gemini-3.1-flash-lite-preview,include,
pubmed_30594766,PubMed,30594766.0,,10.1016/j.clinbiomech.2018.12.010,Low back pain: Moving toward mechanism-based management.,"Low back pain is a complex, multifactorial, and heterogeneous condition, but this does not make it an exception in medicine. Management of low back pain based on a mechanistic approach and developing more effective multidisciplinary treatment is possible and would finally implement the biopsychosocial model of care.",2019.0,"Clinical biomechanics (Bristol, Avon)",Seyed Javad Mousavi | Jaap H van Dieën | Dennis E Anderson,Israel,Journal Article | Review,narrative or expert review,"Low back pain is a complex, multifactorial, and heterogeneous condition, but this does not make it an exception in medicine.",clinical,llm_structured,chronic secondary musculoskeletal pain,yes,abstract only,intervention rationale,yes,no,yes,no,,mechanistic approach,parallel_listing_without_integration | mechanistic_absence,pseudo-bps or partial signal,yes,high,Structured Stage 2 output required deterministic field repair for omitted items.,llm_structured,google/gemini-3.1-flash-lite-preview,include,
pubmed_29729787,PubMed,29729787.0,PMC6800257,10.1016/j.hoc.2018.01.014,Key Components of Pain Management for Children and Adults with Sickle Cell Disease.,"Sickle cell disease pain manifests as severe acute pain episodes and a debilitating chronic pain syndrome. Acute pain episodes are the most common reason for health care use; however, acute pain episodes are also frequently managed at home. Chronic pain syndrome develops in 30% to 40% of individuals with sickle cell disease, with an increasing incidence and severity with age. We review the critical aspects of pain management that are integral to the comprehensive approach to sickle cell disease pain and are rooted in the biopsychosocial model. The review focuses on opioid pharmacology and psychosocial comorbidities.",2018.0,Hematology/oncology clinics of North America,Amanda M Brandow | Michael R DeBaun,,"Journal Article | Research Support, N.I.H., Extramural | Review",narrative or expert review,Sickle cell disease pain manifests as severe acute pain episodes and a debilitating chronic pain syndrome.,clinical,llm_structured,mixed or unspecified chronic pain,unclear,abstract only,background framing,no,no,yes,no,psychosocial comorbidities,,parallel_listing_without_integration | mechanistic_absence | missing_biology,pseudo-bps or partial signal,yes,medium,Structured Stage 2 output required deterministic field repair for omitted items.,llm_structured,google/gemini-3.1-flash-lite-preview,include,
WOS:000453643300005,Web of Science,,,10.1016/j.ijosm.2018.07.001,Identification of prognostic factors and assessment methods on the evaluation of non-specific low back pain in a biopsychosocial environment: A scoping review,,,INTERNATIONAL JOURNAL OF OSTEOPATHIC MEDICINE,"Draper-Rodi, Jerry | Vogel, Steven | Bishop, Annette",,,scoping or mapping review,,clinical,llm_structured,chronic secondary musculoskeletal pain,yes,title only,organizing principle,no,yes,yes,no,coping,,vague_definition | parallel_listing_without_integration | mechanistic_absence | missing_biology,pseudo-bps or partial signal,yes,high,Structured Stage 2 output required deterministic field repair for omitted items.,llm_structured,google/gemini-3.1-flash-lite-preview,include,
pubmed_27344405,PubMed,27344405.0,,10.1016/j.mayocp.2016.04.029,"Chronic Pain and Mental Health Disorders: Shared Neural Mechanisms, Epidemiology, and Treatment.","Chronic pain and mental health disorders are common in the general population, and epidemiological studies suggest that a bidirectional relationship exists between these 2 conditions. The observations from functional imaging studies suggest that this bidirectional relationship is due in part to shared neural mechanisms. In addition to depression, anxiety, and substance use disorders, individuals with chronic pain are at risk of other mental health problems including suicide and cigarette smoking and many have sustained sexual violence. Within the broader biopsychosocial model of pain, the fear-avoidance model explains how behavioral factors affect the temporal course of chronic pain and provides the framework for an array of efficacious behavioral interventions including cognitive-behavioral therapy, acceptance-based therapies, and multidisciplinary pain rehabilitation. Concomitant pain and mental health disorders often complicate pharmacological management, but several drug classes, including serotonin-norepinephrine reuptake inhibitors, tricyclic antidepressants, and anticonvulsants, have efficacy for both conditions and should be considered first-line treatment agents.",2016.0,Mayo Clinic proceedings,W Michael Hooten,,Journal Article | Review,narrative or expert review,"Chronic pain and mental health disorders are common in the general population, and epidemiological studies suggest that a bidirectional relationship exists between these 2 conditions.",clinical,llm_structured,mixed or unspecified chronic pain,unclear,abstract only,explanatory framework,yes,yes,yes,no,fear-avoidance | depression | anxiety | acceptance | substance use | suicide,fear-avoidance model,none,potential integrative signal,yes,medium,Structured Stage 2 output required deterministic field repair for omitted items.,llm_structured,google/gemini-3.1-flash-lite-preview,include,
